counter,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,timestamp,key_press
10,-178.65000915527344,128.40000915527344,216.34799194335938,-100.35000610351562,-102.60000610351562,367.3559875488281,15.000000953674316,-22.350000381469727,342.42999267578125,79.95000457763672,-43.20000076293945,380.1820068359375,-209.25001525878906,104.4000015258789,302.5,-41.70000076293945,217.0500030517578,365.6619873046875,44.400001525878906,281.5500183105469,366.14599609375,49.95000076293945,349.6500244140625,412.85198974609375,1755950630.5090034,none
11,-178.5,134.5500030517578,212.71800231933594,-99.75000762939453,-100.20000457763672,356.7080078125,13.500000953674316,-23.400001525878906,337.8320007324219,84.9000015258789,-37.5,384.7799987792969,-212.40000915527344,114.30000305175781,311.4540100097656,-41.10000228881836,214.20001220703125,369.2919921875,48.0,283.5,364.2099914550781,51.30000305175781,352.6500244140625,400.9939880371094,1755950630.5127327,none
12,-175.0500030517578,131.85000610351562,211.26600646972656,-103.80000305175781,-99.60000610351562,356.2239990234375,13.65000057220459,-26.250001907348633,341.2200012207031,84.1500015258789,-38.70000076293945,387.4419860839844,-209.70001220703125,102.00000762939453,310.4859924316406,-43.20000076293945,216.45001220703125,369.53399658203125,43.05000305175781,283.8000183105469,365.1780090332031,50.10000228881836,356.70001220703125,403.656005859375,1755950630.5164676,none
13,-180.60000610351562,129.0,221.6719970703125,-102.00000762939453,-102.00000762939453,364.4519958496094,13.200000762939453,-25.950000762939453,347.7539978027344,79.95000457763672,-42.75,381.8760070800781,-203.10000610351562,108.30000305175781,313.3899841308594,-47.10000228881836,220.20001220703125,368.3240051269531,45.45000076293945,282.75,363.9679870605469,52.80000305175781,352.95001220703125,403.41400146484375,1755950630.5194724,none
14,-180.90000915527344,134.5500030517578,221.42999267578125,-100.95000457763672,-102.60000610351562,363.4840087890625,14.100000381469727,-28.05000114440918,338.0740051269531,86.4000015258789,-41.400001525878906,381.3919982910156,-212.10000610351562,106.50000762939453,312.906005859375,-44.400001525878906,210.90000915527344,364.6940002441406,47.85000228881836,285.1500244140625,357.1919860839844,50.400001525878906,352.20001220703125,405.3500061035156,1755950630.5242076,none
15,-178.95001220703125,133.65000915527344,218.28399658203125,-103.50000762939453,-103.05000305175781,366.87200927734375,4.950000286102295,-16.950000762939453,341.7040100097656,86.55000305175781,-43.80000305175781,378.97198486328125,-212.40000915527344,109.20000457763672,309.760009765625,-45.150001525878906,212.85000610351562,369.2919921875,48.30000305175781,285.1500244140625,365.90399169921875,50.70000076293945,349.3500061035156,408.7380065917969,1755950630.5283396,none
16,-176.85000610351562,133.20001220703125,213.44400024414062,-103.35000610351562,-100.05000305175781,366.6300048828125,13.500000953674316,-26.700000762939453,345.0920104980469,83.25,-44.25,386.4739990234375,-208.50001525878906,103.20000457763672,302.5,-44.25,212.70001220703125,366.6300048828125,43.650001525878906,283.95001220703125,369.04998779296875,50.55000305175781,350.5500183105469,409.22198486328125,1755950630.5316453,none
17,-177.45001220703125,128.85000610351562,208.8459930419922,-104.25000762939453,-98.10000610351562,361.5480041503906,7.800000190734863,-24.750001907348633,346.05999755859375,84.30000305175781,-41.25,385.989990234375,-205.50001525878906,104.10000610351562,310.0019836425781,-45.150001525878906,214.50001525878906,371.7120056152344,48.750003814697266,280.20001220703125,362.5159912109375,50.250003814697266,354.6000061035156,408.0119934082031,1755950630.5361888,none
18,-177.0,129.3000030517578,218.76800537109375,-104.55000305175781,-95.4000015258789,361.7900085449219,10.800000190734863,-27.750001907348633,342.6719970703125,83.70000457763672,-40.20000076293945,385.5060119628906,-207.75001525878906,107.55000305175781,305.64599609375,-46.20000076293945,214.35000610351562,367.3559875488281,45.45000076293945,281.70001220703125,371.7120056152344,49.20000076293945,347.4000244140625,398.8160095214844,1755950630.5402024,none
19,-177.60000610351562,131.85000610351562,213.92799377441406,-107.4000015258789,-104.55000305175781,359.3699951171875,13.200000762939453,-22.05000114440918,344.8500061035156,77.4000015258789,-39.0,382.1180114746094,-210.00001525878906,107.70000457763672,302.9840087890625,-45.45000076293945,217.65000915527344,366.14599609375,41.70000076293945,280.6500244140625,366.6300048828125,51.150001525878906,353.25,407.7699890136719,1755950630.5442011,none
20,-181.0500030517578,129.45001220703125,218.28399658203125,-103.20000457763672,-99.30000305175781,364.4519958496094,10.950000762939453,-26.400001525878906,341.94598388671875,80.25,-40.650001525878906,386.71600341796875,-216.15000915527344,104.85000610351562,309.51800537109375,-40.20000076293945,215.5500030517578,369.53399658203125,45.0,279.3000183105469,360.8219909667969,53.250003814697266,351.6000061035156,404.6239929199219,1755950630.5487514,none
21,-178.0500030517578,127.20000457763672,217.07400512695312,-100.95000457763672,-100.05000305175781,363.24200439453125,10.350000381469727,-28.05000114440918,340.2519836425781,87.45000457763672,-42.30000305175781,388.6520080566406,-208.8000030517578,105.1500015258789,307.5820007324219,-42.900001525878906,217.20001220703125,373.406005859375,46.05000305175781,279.75,364.2099914550781,53.250003814697266,352.3500061035156,411.1579895019531,1755950630.5525243,none
22,-180.0,138.60000610351562,219.73599243164062,-101.25000762939453,-101.55000305175781,356.95001220703125,6.600000381469727,-25.500001907348633,342.91400146484375,85.05000305175781,-43.80000305175781,386.9580078125,-211.20001220703125,104.10000610351562,311.4540100097656,-42.75,218.25001525878906,369.7760009765625,45.45000076293945,285.3000183105469,365.6619873046875,56.85000228881836,350.5500183105469,400.7519836425781,1755950630.556842,none
23,-172.8000030517578,128.25,215.6219940185547,-101.70000457763672,-98.85000610351562,362.75799560546875,11.700000762939453,-23.100000381469727,345.8179931640625,78.9000015258789,-43.35000228881836,383.3280029296875,-212.70001220703125,112.20000457763672,308.54998779296875,-46.5,216.45001220703125,371.9540100097656,44.55000305175781,280.95001220703125,371.2279968261719,59.400001525878906,360.0,402.68798828125,1755950630.5607343,none
24,-182.40000915527344,129.90000915527344,211.50799560546875,-98.70000457763672,-103.6500015258789,366.38800048828125,13.050000190734863,-22.950000762939453,337.5899963378906,86.4000015258789,-41.10000228881836,380.42401123046875,-210.15000915527344,107.4000015258789,312.17999267578125,-39.60000228881836,216.00001525878906,369.04998779296875,51.750003814697266,278.70001220703125,364.6940002441406,52.80000305175781,356.4000244140625,408.7380065917969,1755950630.565277,none
25,-178.95001220703125,132.75,211.75,-100.95000457763672,-104.10000610351562,361.3059997558594,12.300000190734863,-26.400001525878906,341.7040100097656,86.70000457763672,-45.45000076293945,384.2959899902344,-215.25001525878906,103.35000610351562,315.80999755859375,-41.70000076293945,215.25001525878906,369.7760009765625,48.60000228881836,285.9000244140625,362.0320129394531,53.400001525878906,356.5500183105469,401.7200012207031,1755950630.5692754,none
26,-176.70001220703125,129.75,211.26600646972656,-102.00000762939453,-103.35000610351562,365.1780090332031,9.450000762939453,-30.000001907348633,343.6399841308594,81.45000457763672,-39.60000228881836,375.82598876953125,-212.10000610351562,108.1500015258789,306.6139831542969,-39.0,217.8000030517578,369.7760009765625,45.60000228881836,283.8000183105469,366.6300048828125,51.000003814697266,355.5,409.4639892578125,1755950630.5732765,none
27,-179.85000610351562,129.60000610351562,203.7639923095703,-103.80000305175781,-99.30000305175781,357.6759948730469,12.600000381469727,-23.850000381469727,342.6719970703125,86.55000305175781,-43.80000305175781,384.2959899902344,-207.3000030517578,111.75000762939453,305.1619873046875,-46.95000076293945,212.10000610351562,372.67999267578125,42.900001525878906,280.3500061035156,360.5799865722656,54.60000228881836,349.8000183105469,400.9939880371094,1755950630.5773377,none
28,-180.15000915527344,125.55000305175781,219.97799682617188,-106.50000762939453,-99.9000015258789,354.7720031738281,9.600000381469727,-24.750001907348633,340.010009765625,84.1500015258789,-41.55000305175781,385.5060119628906,-208.20001220703125,108.1500015258789,310.7279968261719,-37.05000305175781,216.75001525878906,368.0820007324219,45.75,280.20001220703125,367.8399963378906,48.0,352.6500244140625,412.85198974609375,1755950630.5813606,none
29,-180.15000915527344,135.3000030517578,214.65399169921875,-102.9000015258789,-102.60000610351562,361.3059997558594,9.450000762939453,-22.05000114440918,345.0920104980469,86.55000305175781,-41.70000076293945,386.4739990234375,-208.0500030517578,109.20000457763672,309.2760009765625,-44.10000228881836,209.70001220703125,365.6619873046875,47.400001525878906,282.45001220703125,363.9679870605469,45.900001525878906,354.45001220703125,409.22198486328125,1755950630.5855947,none
30,-178.8000030517578,130.5,211.75,-102.9000015258789,-102.1500015258789,362.0320129394531,7.050000190734863,-24.0,341.4620056152344,84.0,-43.35000228881836,383.08599853515625,-211.35000610351562,104.4000015258789,312.906005859375,-43.35000228881836,216.60000610351562,376.79400634765625,42.900001525878906,279.75,359.3699951171875,53.55000305175781,351.1500244140625,404.8659973144531,1755950630.5894785,none
31,-177.60000610351562,132.60000610351562,221.42999267578125,-103.6500015258789,-101.55000305175781,357.6759948730469,12.15000057220459,-30.750001907348633,343.6399841308594,82.6500015258789,-42.60000228881836,375.583984375,-204.3000030517578,105.1500015258789,306.1300048828125,-47.70000076293945,217.95001220703125,363.0,44.85000228881836,282.6000061035156,361.7900085449219,49.35000228881836,351.3000183105469,414.3039855957031,1755950630.5936668,none
32,-180.45001220703125,130.20001220703125,207.3939971923828,-98.25000762939453,-105.30000305175781,363.4840087890625,13.050000190734863,-22.05000114440918,340.4939880371094,81.45000457763672,-38.85000228881836,388.8940124511719,-210.15000915527344,104.10000610351562,310.7279968261719,-41.70000076293945,214.20001220703125,366.87200927734375,46.5,284.25,359.85400390625,43.5,350.25,408.0119934082031,1755950630.5972824,none
33,-173.70001220703125,133.0500030517578,215.3800048828125,-103.05000305175781,-105.75000762939453,365.1780090332031,10.200000762939453,-27.600000381469727,345.333984375,84.75,-44.70000076293945,384.5379943847656,-210.60000610351562,106.80000305175781,316.5360107421875,-46.5,219.15000915527344,369.2919921875,42.75,281.1000061035156,365.1780090332031,49.35000228881836,355.95001220703125,400.9939880371094,1755950630.601166,none
34,-178.95001220703125,131.85000610351562,208.8459930419922,-106.50000762939453,-102.1500015258789,360.8219909667969,10.350000381469727,-22.950000762939453,344.8500061035156,82.80000305175781,-43.5,387.6839904785156,-211.0500030517578,106.35000610351562,305.1619873046875,-48.30000305175781,214.95001220703125,366.6300048828125,48.45000076293945,283.95001220703125,364.2099914550781,43.5,349.95001220703125,404.8659973144531,1755950630.6058102,none
35,-179.85000610351562,136.65000915527344,214.89599609375,-102.75000762939453,-103.95000457763672,366.14599609375,10.050000190734863,-28.650001525878906,348.9639892578125,86.70000457763672,-42.45000076293945,374.1319885253906,-207.90000915527344,107.70000457763672,304.6780090332031,-42.0,213.75001525878906,369.7760009765625,43.20000076293945,284.70001220703125,365.1780090332031,50.85000228881836,352.5,410.19000244140625,1755950630.6094325,none
36,-182.10000610351562,132.0,215.6219940185547,-102.1500015258789,-101.70000457763672,357.9179992675781,6.450000286102295,-22.350000381469727,347.0279846191406,85.20000457763672,-42.150001525878906,383.08599853515625,-210.90000915527344,112.20000457763672,305.40399169921875,-41.10000228881836,216.15000915527344,364.4519958496094,45.900001525878906,282.6000061035156,363.72601318359375,54.000003814697266,350.25,410.9159851074219,1755950630.612559,none
37,-177.15000915527344,135.3000030517578,215.3800048828125,-101.4000015258789,-102.1500015258789,365.41998291015625,9.90000057220459,-24.600000381469727,343.6399841308594,84.1500015258789,-40.5,380.42401123046875,-212.70001220703125,106.6500015258789,309.760009765625,-38.70000076293945,216.15000915527344,367.1139831542969,42.900001525878906,279.6000061035156,363.9679870605469,46.650001525878906,354.3000183105469,405.833984375,1755950630.617167,none
38,-182.85000610351562,130.35000610351562,221.18800354003906,-100.20000457763672,-99.75000762939453,355.739990234375,15.000000953674316,-25.500001907348633,347.2699890136719,83.10000610351562,-40.05000305175781,383.57000732421875,-208.35000610351562,109.35000610351562,308.3079833984375,-43.80000305175781,218.40000915527344,361.0639953613281,50.400001525878906,283.6500244140625,361.0639953613281,52.80000305175781,355.8000183105469,399.78399658203125,1755950630.62078,none
39,-181.65000915527344,130.65000915527344,217.07400512695312,-100.50000762939453,-100.05000305175781,357.4339904785156,14.700000762939453,-24.0,344.6080017089844,82.6500015258789,-40.95000076293945,385.2640075683594,-213.90000915527344,106.20000457763672,316.052001953125,-43.20000076293945,215.5500030517578,373.8899841308594,45.150001525878906,283.95001220703125,359.85400390625,52.650001525878906,349.20001220703125,407.04400634765625,1755950630.624794,none
40,-176.70001220703125,129.75,216.34799194335938,-105.30000305175781,-101.55000305175781,364.9360046386719,13.200000762939453,-27.900001525878906,347.0279846191406,82.95000457763672,-41.400001525878906,382.60198974609375,-211.65000915527344,108.00000762939453,302.74200439453125,-39.150001525878906,213.15000915527344,365.6619873046875,46.5,285.3000183105469,362.0320129394531,47.25,356.4000244140625,408.9800109863281,1755950630.6286774,none
41,-178.8000030517578,133.8000030517578,218.0419921875,-98.55000305175781,-101.85000610351562,360.3380126953125,13.65000057220459,-23.700000762939453,339.28399658203125,86.85000610351562,-39.60000228881836,388.1679992675781,-203.70001220703125,103.6500015258789,307.5820007324219,-39.900001525878906,211.20001220703125,367.8399963378906,42.60000228881836,280.0500183105469,363.0,45.75,352.8000183105469,413.33599853515625,1755950630.6329322,none
42,-182.10000610351562,133.35000610351562,215.13800048828125,-103.80000305175781,-100.05000305175781,358.6440124511719,14.250000953674316,-23.850000381469727,337.5899963378906,80.85000610351562,-46.5,382.3599853515625,-208.20001220703125,103.50000762939453,307.0979919433594,-45.0,216.90000915527344,365.90399169921875,48.150001525878906,279.9000244140625,364.2099914550781,50.55000305175781,359.4000244140625,397.3639831542969,1755950630.6362875,none
43,-186.45001220703125,131.10000610351562,214.89599609375,-106.50000762939453,-102.30000305175781,363.4840087890625,12.0,-22.950000762939453,342.91400146484375,81.30000305175781,-45.45000076293945,376.30999755859375,-215.25001525878906,110.4000015258789,308.0660095214844,-40.650001525878906,215.70001220703125,370.260009765625,44.70000076293945,282.0,363.24200439453125,55.20000076293945,353.1000061035156,406.802001953125,1755950630.6412864,none
44,-181.35000610351562,130.8000030517578,215.13800048828125,-106.05000305175781,-99.1500015258789,358.885986328125,12.750000953674316,-28.200000762939453,343.8819885253906,85.95000457763672,-42.75,381.8760070800781,-213.00001525878906,105.00000762939453,315.32598876953125,-49.80000305175781,214.20001220703125,379.697998046875,48.900001525878906,285.1500244140625,362.75799560546875,54.150001525878906,355.5,406.3179931640625,1755950630.6450496,none
45,-181.20001220703125,130.65000915527344,214.1699981689453,-101.4000015258789,-99.75000762939453,358.1600036621094,8.550000190734863,-19.350000381469727,342.91400146484375,81.30000305175781,-44.400001525878906,385.0220031738281,-208.65000915527344,109.80000305175781,312.66400146484375,-40.80000305175781,212.10000610351562,359.85400390625,48.900001525878906,285.1500244140625,362.27398681640625,50.400001525878906,348.45001220703125,409.22198486328125,1755950630.649104,none
46,-174.60000610351562,130.65000915527344,214.65399169921875,-104.10000610351562,-99.60000610351562,358.4020080566406,12.750000953674316,-21.600000381469727,344.1239929199219,85.6500015258789,-45.150001525878906,388.8940124511719,-206.25001525878906,112.6500015258789,306.6139831542969,-43.95000076293945,219.15000915527344,373.16400146484375,45.75,281.1000061035156,374.3739929199219,55.650001525878906,351.75,405.833984375,1755950630.6527357,none
47,-180.3000030517578,133.0500030517578,214.41200256347656,-105.60000610351562,-107.10000610351562,352.35198974609375,12.0,-22.5,344.3659973144531,88.80000305175781,-42.150001525878906,381.8760070800781,-207.00001525878906,103.05000305175781,310.0019836425781,-42.75,221.5500030517578,370.260009765625,49.05000305175781,278.5500183105469,356.2239990234375,43.35000228881836,351.1500244140625,407.5279846191406,1755950630.6571543,none
48,-175.5,135.60000610351562,223.85000610351562,-100.6500015258789,-104.25000762939453,363.4840087890625,6.750000476837158,-23.400001525878906,333.7179870605469,84.1500015258789,-42.900001525878906,378.2460021972656,-216.00001525878906,108.1500015258789,312.66400146484375,-42.75,212.85000610351562,372.9219970703125,47.25,283.95001220703125,362.75799560546875,51.30000305175781,356.5500183105469,408.7380065917969,1755950630.6610909,none
49,-182.5500030517578,130.20001220703125,222.156005859375,-100.20000457763672,-105.75000762939453,357.9179992675781,10.65000057220459,-24.30000114440918,343.6399841308594,79.80000305175781,-40.35000228881836,379.45599365234375,-210.3000030517578,108.00000762939453,309.51800537109375,-41.25,213.75001525878906,372.43798828125,45.75,276.45001220703125,364.6940002441406,54.150001525878906,352.8000183105469,398.3320007324219,1755950630.6653974,none
50,-184.5,134.10000610351562,214.89599609375,-103.20000457763672,-103.6500015258789,359.85400390625,12.90000057220459,-20.850000381469727,342.42999267578125,87.1500015258789,-43.35000228881836,387.4419860839844,-206.85000610351562,108.45000457763672,312.17999267578125,-46.35000228881836,214.65000915527344,366.14599609375,42.30000305175781,284.8500061035156,368.0820007324219,59.85000228881836,351.45001220703125,409.4639892578125,1755950630.669471,none
51,-180.45001220703125,131.85000610351562,216.34799194335938,-103.6500015258789,-96.9000015258789,356.2239990234375,12.15000057220459,-24.30000114440918,336.3800048828125,86.25,-39.75,382.3599853515625,-211.50001525878906,109.95000457763672,315.32598876953125,-42.75,213.45001220703125,364.2099914550781,43.95000076293945,283.20001220703125,363.0,56.250003814697266,356.8500061035156,415.99798583984375,1755950630.6732545,none
52,-181.8000030517578,128.70001220703125,213.20199584960938,-104.70000457763672,-100.95000457763672,361.3059997558594,12.0,-21.0,343.8819885253906,85.95000457763672,-41.55000305175781,383.81201171875,-209.40000915527344,110.85000610351562,308.0660095214844,-39.30000305175781,221.25001525878906,374.3739929199219,49.35000228881836,283.3500061035156,366.87200927734375,55.05000305175781,354.75,403.41400146484375,1755950630.6769311,none
53,-174.45001220703125,129.60000610351562,218.5260009765625,-106.20000457763672,-97.95000457763672,367.8399963378906,16.200000762939453,-23.55000114440918,347.5119934082031,82.5,-43.650001525878906,385.5060119628906,-209.70001220703125,109.80000305175781,308.7919921875,-40.5,217.8000030517578,371.9540100097656,45.60000228881836,286.20001220703125,357.9179992675781,56.85000228881836,347.8500061035156,397.12200927734375,1755950630.6819322,none
54,-181.5,132.75,210.05599975585938,-110.25000762939453,-98.70000457763672,361.7900085449219,15.15000057220459,-27.900001525878906,339.5260009765625,81.30000305175781,-43.80000305175781,393.49200439453125,-208.8000030517578,103.35000610351562,312.17999267578125,-42.900001525878906,215.25001525878906,370.5019836425781,43.650001525878906,279.1500244140625,363.4840087890625,50.10000228881836,350.1000061035156,399.29998779296875,1755950630.6854742,none
55,-182.5500030517578,133.5,219.73599243164062,-97.35000610351562,-104.4000015258789,362.0320129394531,16.650001525878906,-19.650001525878906,349.20599365234375,87.45000457763672,-48.150001525878906,383.08599853515625,-208.0500030517578,105.30000305175781,309.03399658203125,-42.900001525878906,214.20001220703125,370.9859924316406,49.35000228881836,279.75,360.5799865722656,52.500003814697266,347.8500061035156,408.2539978027344,1755950630.6894743,none
56,-174.90000915527344,130.8000030517578,213.92799377441406,-99.75000762939453,-102.75000762939453,359.12799072265625,13.800000190734863,-22.80000114440918,340.7359924316406,82.95000457763672,-45.900001525878906,389.135986328125,-209.5500030517578,109.6500015258789,309.2760009765625,-45.45000076293945,216.75001525878906,361.0639953613281,45.45000076293945,281.25,369.53399658203125,51.60000228881836,354.75,407.2860107421875,1755950630.6934702,none
57,-180.15000915527344,131.10000610351562,208.60400390625,-101.25000762939453,-97.50000762939453,357.6759948730469,16.950000762939453,-23.100000381469727,342.6719970703125,78.75,-42.60000228881836,383.3280029296875,-212.5500030517578,111.00000762939453,313.8739929199219,-41.85000228881836,216.00001525878906,371.4700012207031,41.70000076293945,282.3000183105469,366.14599609375,52.80000305175781,354.3000183105469,405.833984375,1755950630.6979742,none
58,-183.90000915527344,135.45001220703125,213.92799377441406,-104.25000762939453,-101.55000305175781,364.2099914550781,12.750000953674316,-29.400001525878906,341.94598388671875,81.75,-43.80000305175781,383.08599853515625,-209.5500030517578,108.30000305175781,307.5820007324219,-46.05000305175781,220.0500030517578,372.67999267578125,49.35000228881836,282.75,359.3699951171875,55.20000076293945,350.1000061035156,401.7200012207031,1755950630.7019706,none
59,-181.5,132.0,219.49400329589844,-101.4000015258789,-104.10000610351562,364.4519958496094,12.90000057220459,-23.850000381469727,348.2380065917969,87.45000457763672,-40.650001525878906,377.7619934082031,-212.25001525878906,112.20000457763672,305.88800048828125,-40.5,212.40000915527344,364.9360046386719,46.20000076293945,281.70001220703125,366.38800048828125,47.55000305175781,351.75,405.1080017089844,1755950630.7062182,none
60,-176.5500030517578,129.15000915527344,213.92799377441406,-103.80000305175781,-98.85000610351562,361.7900085449219,16.650001525878906,-24.750001907348633,346.05999755859375,85.05000305175781,-42.900001525878906,387.6839904785156,-207.3000030517578,108.9000015258789,309.2760009765625,-42.900001525878906,218.10000610351562,373.406005859375,49.20000076293945,285.3000183105469,368.8079833984375,49.95000076293945,355.3500061035156,403.41400146484375,1755950630.7102294,none
61,-176.85000610351562,132.15000915527344,212.23399353027344,-102.9000015258789,-99.75000762939453,368.3240051269531,12.300000190734863,-22.80000114440918,335.89599609375,80.10000610351562,-45.0,388.4100036621094,-206.5500030517578,107.25000762939453,309.760009765625,-45.900001525878906,217.35000610351562,370.7439880371094,43.5,283.95001220703125,364.4519958496094,54.150001525878906,356.5500183105469,400.7519836425781,1755950630.7142284,none
62,-183.0,133.35000610351562,215.86399841308594,-103.95000457763672,-106.20000457763672,361.7900085449219,14.250000953674316,-23.100000381469727,341.4620056152344,82.5,-44.10000228881836,384.2959899902344,-205.20001220703125,107.70000457763672,318.47198486328125,-38.55000305175781,214.50001525878906,373.406005859375,45.150001525878906,280.3500061035156,360.3380126953125,53.250003814697266,349.5,406.55999755859375,1755950630.7179358,none
63,-181.65000915527344,132.15000915527344,214.1699981689453,-102.60000610351562,-103.6500015258789,362.75799560546875,15.600000381469727,-22.5,342.18798828125,78.9000015258789,-37.650001525878906,386.23199462890625,-213.3000030517578,112.05000305175781,310.2439880371094,-43.95000076293945,216.75001525878906,366.38800048828125,49.95000076293945,281.8500061035156,357.4339904785156,55.95000076293945,345.9000244140625,413.5780029296875,1755950630.7221224,none
64,-175.0500030517578,127.95000457763672,218.0419921875,-103.50000762939453,-100.6500015258789,361.5480041503906,14.40000057220459,-22.5,343.8819885253906,82.95000457763672,-35.70000076293945,385.989990234375,-206.5500030517578,106.35000610351562,307.3399963378906,-47.85000228881836,213.45001220703125,369.53399658203125,42.150001525878906,279.6000061035156,362.0320129394531,48.150001525878906,350.25,408.2539978027344,1755950630.7262216,none
65,-179.25,132.60000610351562,208.8459930419922,-102.1500015258789,-102.1500015258789,359.61199951171875,14.250000953674316,-24.0,342.91400146484375,83.70000457763672,-45.75,386.4739990234375,-204.45001220703125,109.50000762939453,313.6319885253906,-40.05000305175781,216.3000030517578,370.9859924316406,46.35000228881836,282.45001220703125,356.2239990234375,48.30000305175781,353.25,402.92999267578125,1755950630.7302303,none
