counter,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,timestamp
419,-257.25,0.30000001192092896,306.6139831542969,-70.05000305175781,-274.6500244140625,370.260009765625,2.1000001430511475,-192.3000030517578,337.3479919433594,66.0,-200.5500030517578,382.843994140625,-180.3000030517578,54.60000228881836,345.57598876953125,-38.25,133.65000915527344,366.38800048828125,13.050000190734863,104.25000762939453,376.0679931640625,46.80000305175781,81.1500015258789,401.9620056152344,1755918784.5867145
420,-256.3500061035156,3.6000001430511475,307.0979919433594,-62.10000228881836,-279.75,369.7760009765625,13.200000762939453,-188.40000915527344,342.91400146484375,62.70000076293945,-205.35000610351562,389.6199951171875,-184.65000915527344,53.400001525878906,345.8179931640625,-31.650001525878906,132.45001220703125,364.9360046386719,21.900001525878906,103.20000457763672,367.3559875488281,45.75,85.80000305175781,396.15399169921875,1755918784.5905337
421,-262.8000183105469,-4.350000381469727,307.8240051269531,-69.60000610351562,-275.4000244140625,369.53399658203125,8.550000190734863,-191.40000915527344,339.76800537109375,60.30000305175781,-207.90000915527344,389.135986328125,-178.95001220703125,52.20000076293945,339.0419921875,-37.650001525878906,134.25,358.885986328125,11.40000057220459,104.4000015258789,362.75799560546875,52.20000076293945,81.75,408.2539978027344,1755918784.5948188
422,-258.45001220703125,-0.45000001788139343,306.1300048828125,-66.60000610351562,-274.0500183105469,378.0039978027344,4.950000286102295,-189.15000915527344,340.7359924316406,67.5,-205.50001525878906,389.135986328125,-177.45001220703125,49.35000228881836,347.2699890136719,-33.0,136.5,370.260009765625,22.350000381469727,105.00000762939453,367.1139831542969,49.20000076293945,89.85000610351562,404.8659973144531,1755918784.5984697
423,-259.20001220703125,-0.15000000596046448,308.0660095214844,-67.80000305175781,-270.3000183105469,372.19598388671875,6.0,-193.50001525878906,342.18798828125,67.05000305175781,-208.95001220703125,391.7980041503906,-184.95001220703125,59.70000076293945,344.8500061035156,-45.150001525878906,131.5500030517578,370.01800537109375,24.30000114440918,100.95000457763672,364.4519958496094,44.55000305175781,83.55000305175781,406.802001953125,1755918784.602421
424,-263.70001220703125,0.45000001788139343,305.1619873046875,-62.70000076293945,-273.0,363.0,7.950000286102295,-190.65000915527344,332.2659912109375,58.20000076293945,-201.00001525878906,377.0360107421875,-180.75,50.55000305175781,345.0920104980469,-37.80000305175781,135.15000915527344,356.95001220703125,24.30000114440918,102.30000305175781,361.7900085449219,56.85000228881836,85.20000457763672,411.3999938964844,1755918784.6064296
425,-255.45001220703125,3.0,304.4360046386719,-66.30000305175781,-272.1000061035156,368.0820007324219,3.9000000953674316,-188.5500030517578,340.4939880371094,58.500003814697266,-209.25001525878906,386.9580078125,-177.60000610351562,57.30000305175781,336.3800048828125,-37.5,133.5,359.85400390625,20.100000381469727,99.60000610351562,364.4519958496094,52.35000228881836,84.75,402.92999267578125,1755918784.6101143
426,-253.0500030517578,3.450000047683716,309.03399658203125,-64.35000610351562,-273.6000061035156,373.64801025390625,7.650000095367432,-191.70001220703125,342.18798828125,63.60000228881836,-210.15000915527344,392.0400085449219,-173.70001220703125,54.60000228881836,337.8320007324219,-35.70000076293945,130.5,370.5019836425781,21.150001525878906,103.35000610351562,357.6759948730469,46.20000076293945,85.95000457763672,404.8659973144531,1755918784.6141098
427,-255.3000030517578,3.1500000953674316,309.51800537109375,-67.05000305175781,-274.95001220703125,364.4519958496094,8.40000057220459,-189.90000915527344,335.65399169921875,57.750003814697266,-205.8000030517578,389.6199951171875,-180.0,55.500003814697266,334.9280090332031,-40.650001525878906,133.5,370.7439880371094,25.650001525878906,102.9000015258789,366.14599609375,50.250003814697266,83.4000015258789,405.833984375,1755918784.6187108
428,-254.70001220703125,-0.6000000238418579,306.6139831542969,-68.55000305175781,-274.5,365.6619873046875,5.25,-190.0500030517578,337.3479919433594,59.70000076293945,-207.00001525878906,396.63800048828125,-178.8000030517578,49.650001525878906,336.8639831542969,-38.70000076293945,128.40000915527344,355.0140075683594,20.25,103.05000305175781,363.4840087890625,52.35000228881836,87.1500015258789,404.8659973144531,1755918784.6228082
