counter,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,timestamp
323,-254.25001525878906,-3.0,309.03399658203125,-68.25,-276.45001220703125,380.6659851074219,5.400000095367432,-190.8000030517578,343.6399841308594,61.650001525878906,-203.25001525878906,389.86199951171875,-183.60000610351562,56.250003814697266,342.91400146484375,-42.150001525878906,138.15000915527344,368.3240051269531,18.450000762939453,105.30000305175781,373.64801025390625,51.45000076293945,79.20000457763672,400.26800537109375,1755921960.7964795
324,-264.45001220703125,-0.15000000596046448,311.2120056152344,-64.6500015258789,-272.5500183105469,372.9219970703125,2.1000001430511475,-200.40000915527344,335.65399169921875,61.80000305175781,-207.15000915527344,386.71600341796875,-179.10000610351562,60.30000305175781,341.94598388671875,-36.45000076293945,129.45001220703125,368.3240051269531,22.05000114440918,104.4000015258789,366.87200927734375,51.900001525878906,83.10000610351562,404.3819885253906,1755921960.7994697
325,-263.8500061035156,0.9000000357627869,308.7919921875,-60.900001525878906,-280.3500061035156,366.38800048828125,12.300000190734863,-184.5,343.156005859375,60.900001525878906,-208.0500030517578,386.4739990234375,-183.60000610351562,58.35000228881836,349.20599365234375,-39.30000305175781,142.65000915527344,371.9540100097656,22.80000114440918,106.20000457763672,357.1919860839844,51.000003814697266,85.20000457763672,407.5279846191406,1755921960.8029933
326,-260.70001220703125,-2.700000047683716,310.4859924316406,-67.80000305175781,-277.5,383.57000732421875,4.050000190734863,-190.0500030517578,337.1059875488281,65.10000610351562,-204.90000915527344,392.0400085449219,-180.60000610351562,57.900001525878906,340.2519836425781,-37.80000305175781,134.40000915527344,360.8219909667969,21.450000762939453,100.80000305175781,366.6300048828125,49.500003814697266,91.35000610351562,401.9620056152344,1755921960.8075573
327,-258.45001220703125,-1.0500000715255737,319.92401123046875,-62.70000076293945,-274.0500183105469,363.72601318359375,3.750000238418579,-187.95001220703125,344.6080017089844,58.35000228881836,-207.45001220703125,379.2139892578125,-175.35000610351562,55.05000305175781,337.5899963378906,-37.80000305175781,137.5500030517578,365.6619873046875,24.0,100.95000457763672,366.87200927734375,47.55000305175781,83.4000015258789,407.2860107421875,1755921960.8115573
328,-260.4000244140625,1.350000023841858,311.69598388671875,-62.70000076293945,-274.5,370.01800537109375,5.25,-193.35000610351562,339.76800537109375,66.1500015258789,-207.45001220703125,391.0719909667969,-179.85000610351562,60.30000305175781,336.13800048828125,-40.20000076293945,134.5500030517578,369.53399658203125,24.150001525878906,99.00000762939453,367.5979919433594,56.10000228881836,86.4000015258789,405.5920104980469,1755921960.8160698
329,-257.8500061035156,0.75,305.40399169921875,-59.70000076293945,-273.6000061035156,367.5979919433594,5.25,-189.75,345.333984375,67.5,-203.10000610351562,390.8299865722656,-182.5500030517578,58.95000076293945,337.1059875488281,-41.400001525878906,138.0,365.1780090332031,18.600000381469727,99.9000015258789,367.3559875488281,49.80000305175781,83.4000015258789,406.07598876953125,1755921960.820071
330,-260.1000061035156,-4.350000381469727,311.4540100097656,-70.05000305175781,-272.25,366.87200927734375,7.800000190734863,-190.8000030517578,345.0920104980469,61.20000076293945,-207.60000610351562,386.4739990234375,-176.40000915527344,52.80000305175781,340.7359924316406,-38.70000076293945,133.65000915527344,362.27398681640625,20.850000381469727,105.9000015258789,376.0679931640625,49.05000305175781,84.1500015258789,400.7519836425781,1755921960.8235438
331,-260.70001220703125,-1.0500000715255737,310.4859924316406,-65.4000015258789,-273.75,370.7439880371094,14.250000953674316,-191.70001220703125,346.05999755859375,62.55000305175781,-205.35000610351562,392.0400085449219,-183.75,56.250003814697266,334.4440002441406,-36.30000305175781,130.0500030517578,367.8399963378906,22.650001525878906,99.60000610351562,374.3739929199219,51.45000076293945,86.10000610351562,405.5920104980469,1755921960.827562
332,-256.0500183105469,4.650000095367432,312.4219970703125,-66.60000610351562,-274.5,372.43798828125,6.750000476837158,-189.15000915527344,336.3800048828125,62.250003814697266,-204.3000030517578,378.97198486328125,-183.3000030517578,54.60000228881836,340.4939880371094,-40.650001525878906,135.90000915527344,355.49798583984375,29.250001907348633,111.30000305175781,364.6940002441406,46.95000076293945,84.75,400.26800537109375,1755921960.8311782
