counter,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,timestamp
854,-259.5,-1.6500000953674316,302.25799560546875,-63.30000305175781,-276.9000244140625,371.7120056152344,7.650000095367432,-196.50001525878906,340.010009765625,59.10000228881836,-208.0500030517578,378.4880065917969,-182.85000610351562,58.650001525878906,344.1239929199219,-34.80000305175781,136.65000915527344,378.0039978027344,21.0,106.05000305175781,370.5019836425781,48.750003814697266,83.70000457763672,404.8659973144531,1755918327.5279894
855,-257.70001220703125,-0.75,311.2120056152344,-65.85000610351562,-276.6000061035156,372.19598388671875,9.75,-188.40000915527344,328.87799072265625,58.650001525878906,-201.90000915527344,386.71600341796875,-184.8000030517578,55.650001525878906,345.57598876953125,-35.400001525878906,134.10000610351562,374.6159973144531,22.200000762939453,109.05000305175781,371.9540100097656,51.750003814697266,85.35000610351562,403.41400146484375,1755918327.5312762
856,-253.8000030517578,0.15000000596046448,315.80999755859375,-72.75,-273.3000183105469,368.0820007324219,2.8500001430511475,-190.0500030517578,340.7359924316406,69.9000015258789,-201.90000915527344,384.2959899902344,-177.3000030517578,49.95000076293945,349.447998046875,-42.0,139.65000915527344,369.7760009765625,23.100000381469727,105.45000457763672,360.8219909667969,47.55000305175781,87.1500015258789,406.3179931640625,1755918327.535397
857,-255.60000610351562,-1.350000023841858,310.4859924316406,-65.10000610351562,-276.6000061035156,373.8899841308594,5.550000190734863,-191.25,339.76800537109375,64.20000457763672,-206.25001525878906,387.6839904785156,-183.3000030517578,52.20000076293945,340.010009765625,-35.10000228881836,143.40000915527344,375.82598876953125,21.0,109.05000305175781,367.5979919433594,53.85000228881836,88.05000305175781,406.07598876953125,1755918327.538975
858,-261.3000183105469,3.750000238418579,313.8739929199219,-66.9000015258789,-274.8000183105469,367.8399963378906,1.0500000715255737,-191.25,345.333984375,58.500003814697266,-205.20001220703125,382.60198974609375,-180.15000915527344,53.70000076293945,345.0920104980469,-41.400001525878906,136.20001220703125,364.6940002441406,18.450000762939453,107.55000305175781,368.3240051269531,52.35000228881836,84.9000015258789,415.0299987792969,1755918327.5433939
859,-255.3000030517578,-2.1000001430511475,305.88800048828125,-63.45000076293945,-274.6500244140625,363.24200439453125,6.900000095367432,-193.65000915527344,334.6860046386719,64.6500015258789,-205.50001525878906,390.5880126953125,-177.90000915527344,57.750003814697266,333.7179870605469,-37.80000305175781,132.60000610351562,366.38800048828125,19.05000114440918,108.9000015258789,370.260009765625,52.95000076293945,88.5,398.5740051269531,1755918327.5463948
860,-256.6500244140625,-4.050000190734863,309.51800537109375,-68.4000015258789,-277.8000183105469,369.7760009765625,3.750000238418579,-192.3000030517578,336.3800048828125,62.70000076293945,-208.50001525878906,386.4739990234375,-180.0,60.150001525878906,341.94598388671875,-41.55000305175781,142.0500030517578,363.9679870605469,21.450000762939453,99.30000305175781,372.67999267578125,49.20000076293945,85.95000457763672,398.3320007324219,1755918327.5509236
861,-260.25,-2.25,302.9840087890625,-65.25,-276.6000061035156,366.87200927734375,4.800000190734863,-186.90000915527344,341.7040100097656,58.80000305175781,-199.8000030517578,392.52398681640625,-180.45001220703125,59.250003814697266,333.7179870605469,-36.900001525878906,136.8000030517578,363.24200439453125,26.700000762939453,102.60000610351562,376.0679931640625,49.20000076293945,90.60000610351562,402.68798828125,1755918327.5551465
862,-256.95001220703125,9.90000057220459,315.80999755859375,-69.45000457763672,-277.6500244140625,370.260009765625,5.100000381469727,-190.95001220703125,340.9779968261719,61.35000228881836,-203.40000915527344,386.9580078125,-183.15000915527344,53.10000228881836,340.010009765625,-36.900001525878906,134.25,370.5019836425781,23.850000381469727,110.70000457763672,368.8079833984375,48.30000305175781,90.0,403.89801025390625,1755918327.5588791
863,-256.6500244140625,1.9500000476837158,311.69598388671875,-65.4000015258789,-278.8500061035156,371.7120056152344,5.700000286102295,-195.45001220703125,342.42999267578125,64.80000305175781,-205.65000915527344,385.5060119628906,-174.90000915527344,57.30000305175781,353.56201171875,-37.80000305175781,138.3000030517578,369.53399658203125,24.30000114440918,100.80000305175781,372.9219970703125,51.000003814697266,86.4000015258789,401.4779968261719,1755918327.5634842
864,-258.6000061035156,0.30000001192092896,309.760009765625,-62.250003814697266,-275.1000061035156,364.4519958496094,6.750000476837158,-191.40000915527344,340.010009765625,64.20000457763672,-200.5500030517578,388.4100036621094,-177.90000915527344,57.45000076293945,340.4939880371094,-34.80000305175781,139.65000915527344,361.3059997558594,27.150001525878906,107.4000015258789,366.87200927734375,53.70000076293945,82.05000305175781,403.89801025390625,1755918327.5664692
865,-256.0500183105469,3.6000001430511475,310.7279968261719,-63.45000076293945,-272.4000244140625,372.9219970703125,-1.350000023841858,-187.0500030517578,336.62200927734375,65.85000610351562,-207.75001525878906,387.4419860839844,-176.40000915527344,61.35000228881836,337.3479919433594,-40.05000305175781,129.3000030517578,369.04998779296875,25.500001907348633,104.10000610351562,371.7120056152344,54.000003814697266,87.45000457763672,409.22198486328125,1755918327.5711317
866,-261.45001220703125,4.050000190734863,310.0019836425781,-62.70000076293945,-278.25,373.64801025390625,4.800000190734863,-189.0,345.0920104980469,60.60000228881836,-213.00001525878906,387.20001220703125,-179.5500030517578,53.10000228881836,336.62200927734375,-36.900001525878906,136.20001220703125,370.7439880371094,24.900001525878906,102.9000015258789,364.9360046386719,53.10000228881836,85.05000305175781,404.8659973144531,1755918327.5751214
867,-258.0,-2.8500001430511475,310.2439880371094,-67.6500015258789,-269.4000244140625,372.19598388671875,5.850000381469727,-192.3000030517578,346.05999755859375,64.20000457763672,-205.50001525878906,390.5880126953125,-175.0500030517578,63.150001525878906,351.8680114746094,-45.900001525878906,138.75,367.5979919433594,26.100000381469727,102.45000457763672,364.4519958496094,54.000003814697266,89.10000610351562,406.07598876953125,1755918327.5796475
868,-257.70001220703125,-1.6500000953674316,307.8240051269531,-62.10000228881836,-274.5,371.2279968261719,0.6000000238418579,-192.60000610351562,339.0419921875,62.10000228881836,-206.70001220703125,387.20001220703125,-178.35000610351562,53.70000076293945,343.156005859375,-37.80000305175781,132.15000915527344,371.9540100097656,23.100000381469727,98.85000610351562,366.6300048828125,54.900001525878906,89.25,407.5279846191406,1755918327.5836484
869,-250.95001220703125,-0.30000001192092896,318.2300109863281,-65.55000305175781,-278.8500061035156,365.1780090332031,12.15000057220459,-193.65000915527344,335.89599609375,61.20000076293945,-204.75001525878906,386.4739990234375,-179.10000610351562,59.70000076293945,343.8819885253906,-35.70000076293945,137.25,369.04998779296875,28.350000381469727,109.20000457763672,375.82598876953125,49.80000305175781,92.55000305175781,404.8659973144531,1755918327.5866463
870,-255.90000915527344,0.0,298.62799072265625,-69.0,-276.9000244140625,368.8079833984375,4.650000095367432,-192.45001220703125,341.94598388671875,62.10000228881836,-203.10000610351562,392.2820129394531,-178.8000030517578,56.85000228881836,338.79998779296875,-36.60000228881836,135.45001220703125,364.4519958496094,19.350000381469727,102.30000305175781,367.8399963378906,48.150001525878906,89.10000610351562,414.5459899902344,1755918327.5911586
871,-260.8500061035156,-1.350000023841858,310.9700012207031,-64.95000457763672,-272.4000244140625,365.90399169921875,2.8500001430511475,-194.85000610351562,336.13800048828125,66.0,-203.5500030517578,382.1180114746094,-175.95001220703125,52.35000228881836,344.3659973144531,-30.900001525878906,137.40000915527344,368.5660095214844,15.600000381469727,106.05000305175781,364.4519958496094,57.30000305175781,88.5,407.2860107421875,1755918327.5951593
872,-259.5,-4.350000381469727,312.17999267578125,-66.1500015258789,-281.1000061035156,369.53399658203125,6.600000381469727,-188.10000610351562,337.3479919433594,67.80000305175781,-200.5500030517578,380.9079895019531,-176.85000610351562,58.05000305175781,340.010009765625,-42.900001525878906,135.75,364.4519958496094,24.900001525878906,99.75000762939453,378.4880065917969,46.650001525878906,83.25,401.7200012207031,1755918327.5992596
873,-253.65000915527344,3.0,303.7099914550781,-62.85000228881836,-276.45001220703125,359.12799072265625,8.100000381469727,-189.75,328.87799072265625,58.95000076293945,-202.8000030517578,390.10400390625,-186.0,59.70000076293945,344.8500061035156,-39.30000305175781,140.85000610351562,367.3559875488281,22.200000762939453,103.05000305175781,364.4519958496094,54.150001525878906,87.45000457763672,400.7519836425781,1755918327.603259
874,-259.5,-4.350000381469727,304.9200134277344,-67.20000457763672,-277.0500183105469,369.2919921875,9.600000381469727,-192.3000030517578,339.5260009765625,63.30000305175781,-202.8000030517578,389.86199951171875,-181.95001220703125,53.250003814697266,344.1239929199219,-39.0,128.85000610351562,372.9219970703125,23.55000114440918,102.75000762939453,367.1139831542969,49.500003814697266,81.30000305175781,401.2359924316406,1755918327.6082063
875,-261.3000183105469,2.5500001907348633,313.8739929199219,-63.000003814697266,-274.95001220703125,363.9679870605469,8.550000190734863,-188.40000915527344,344.6080017089844,63.000003814697266,-205.95001220703125,384.0539855957031,-182.10000610351562,52.95000076293945,340.7359924316406,-38.400001525878906,132.45001220703125,366.87200927734375,25.650001525878906,105.75000762939453,374.6159973144531,51.000003814697266,86.4000015258789,407.5279846191406,1755918327.6121502
876,-257.4000244140625,-0.6000000238418579,312.906005859375,-65.85000610351562,-277.8000183105469,367.8399963378906,2.700000047683716,-196.0500030517578,338.0740051269531,62.10000228881836,-204.00001525878906,387.20001220703125,-177.75,56.70000076293945,342.91400146484375,-35.10000228881836,134.40000915527344,370.01800537109375,24.750001907348633,103.95000457763672,368.3240051269531,48.60000228881836,84.9000015258789,401.4779968261719,1755918327.61615
