counter,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,timestamp
358,-249.90000915527344,1.2000000476837158,314.1159973144531,-68.85000610351562,-274.5,371.7120056152344,5.700000286102295,-191.70001220703125,337.5899963378906,60.900001525878906,-204.00001525878906,388.1679992675781,-179.70001220703125,54.750003814697266,347.0279846191406,-42.900001525878906,131.40000915527344,366.87200927734375,22.05000114440918,108.1500015258789,369.53399658203125,47.400001525878906,92.25,408.0119934082031,1755918257.8319263
359,-251.85000610351562,1.6500000953674316,317.5039978027344,-63.000003814697266,-268.0500183105469,373.16400146484375,10.5,-191.25,328.3940124511719,54.900001525878906,-209.25001525878906,392.2820129394531,-173.70001220703125,55.05000305175781,346.05999755859375,-36.45000076293945,137.85000610351562,363.9679870605469,24.0,103.6500015258789,363.0,51.60000228881836,82.20000457763672,413.33599853515625,1755918257.8349211
360,-258.3000183105469,4.950000286102295,309.760009765625,-64.35000610351562,-274.5,375.3420104980469,3.3000001907348633,-193.65000915527344,338.0740051269531,67.6500015258789,-201.00001525878906,388.1679992675781,-177.60000610351562,51.000003814697266,334.9280090332031,-37.35000228881836,136.20001220703125,365.1780090332031,23.400001525878906,106.05000305175781,371.9540100097656,57.30000305175781,93.30000305175781,407.2860107421875,1755918257.837919
361,-256.20001220703125,-0.75,308.7919921875,-66.30000305175781,-279.75,368.8079833984375,8.700000762939453,-194.25001525878906,340.9779968261719,64.95000457763672,-205.0500030517578,386.71600341796875,-183.75,59.250003814697266,344.1239929199219,-31.350000381469727,133.65000915527344,362.5159912109375,20.100000381469727,101.85000610351562,371.4700012207031,48.45000076293945,85.80000305175781,405.833984375,1755918257.841579
362,-257.4000244140625,10.5,310.7279968261719,-64.05000305175781,-271.8000183105469,376.0679931640625,0.30000001192092896,-190.0500030517578,330.0880126953125,59.85000228881836,-208.35000610351562,377.0360107421875,-181.95001220703125,57.900001525878906,340.2519836425781,-40.35000228881836,139.0500030517578,366.38800048828125,25.80000114440918,102.1500015258789,365.90399169921875,51.30000305175781,81.9000015258789,398.0899963378906,1755918257.8455765
363,-258.1500244140625,-2.700000047683716,306.1300048828125,-67.95000457763672,-271.20001220703125,365.41998291015625,9.15000057220459,-193.95001220703125,339.76800537109375,67.95000457763672,-204.45001220703125,387.6839904785156,-180.60000610351562,59.10000228881836,352.1099853515625,-44.55000305175781,131.70001220703125,362.75799560546875,21.0,103.20000457763672,373.64801025390625,50.250003814697266,90.30000305175781,402.2040100097656,1755918257.8501344
364,-259.6500244140625,2.1000001430511475,313.3899841308594,-61.05000305175781,-276.45001220703125,368.0820007324219,9.0,-191.5500030517578,347.0279846191406,60.60000228881836,-206.85000610351562,392.0400085449219,-178.5,58.20000076293945,346.302001953125,-33.900001525878906,137.25,368.3240051269531,22.650001525878906,106.6500015258789,374.3739929199219,50.250003814697266,83.55000305175781,407.04400634765625,1755918257.8541274
365,-252.90000915527344,1.2000000476837158,317.0199890136719,-69.45000457763672,-271.3500061035156,362.75799560546875,3.6000001430511475,-189.60000610351562,344.6080017089844,63.60000228881836,-201.45001220703125,386.4739990234375,-177.75,52.500003814697266,340.4939880371094,-35.70000076293945,135.15000915527344,367.3559875488281,19.350000381469727,105.9000015258789,364.6940002441406,52.20000076293945,89.10000610351562,404.6239929199219,1755918257.8581283
366,-252.15000915527344,-0.6000000238418579,308.3079833984375,-72.30000305175781,-274.0500183105469,371.7120056152344,6.600000381469727,-191.10000610351562,346.54400634765625,65.25,-207.75001525878906,384.5379943847656,-187.95001220703125,49.35000228881836,348.4800109863281,-41.55000305175781,132.90000915527344,368.5660095214844,20.850000381469727,106.80000305175781,370.5019836425781,52.650001525878906,87.60000610351562,403.656005859375,1755918257.8621812
367,-260.25,1.350000023841858,309.2760009765625,-58.95000076293945,-275.1000061035156,374.8580017089844,4.950000286102295,-191.5500030517578,332.2659912109375,62.70000076293945,-202.95001220703125,380.9079895019531,-180.0,61.500003814697266,337.1059875488281,-38.10000228881836,130.35000610351562,368.8079833984375,19.650001525878906,105.00000762939453,378.0039978027344,53.10000228881836,90.30000305175781,405.1080017089844,1755918257.8662078
368,-257.70001220703125,1.0500000715255737,307.8240051269531,-65.4000015258789,-274.3500061035156,365.1780090332031,9.600000381469727,-188.25,337.3479919433594,68.70000457763672,-199.50001525878906,394.4599914550781,-179.40000915527344,55.20000076293945,341.4620056152344,-36.45000076293945,137.10000610351562,363.24200439453125,24.150001525878906,103.35000610351562,364.4519958496094,42.30000305175781,82.95000457763672,403.656005859375,1755918257.8702445
369,-259.3500061035156,0.75,309.2760009765625,-69.30000305175781,-274.8000183105469,377.2779846191406,4.050000190734863,-192.0,328.1520080566406,64.05000305175781,-206.25001525878906,399.78399658203125,-183.0,58.80000305175781,341.4620056152344,-35.55000305175781,133.8000030517578,363.4840087890625,16.80000114440918,110.55000305175781,369.7760009765625,54.45000076293945,89.25,405.3500061035156,1755918257.8742552
370,-264.1500244140625,1.350000023841858,310.0019836425781,-65.4000015258789,-270.9000244140625,373.8899841308594,1.6500000953674316,-195.15000915527344,332.99200439453125,60.900001525878906,-204.45001220703125,385.989990234375,-188.40000915527344,57.900001525878906,347.9960021972656,-36.60000228881836,132.3000030517578,365.90399169921875,21.900001525878906,102.75000762939453,376.0679931640625,44.55000305175781,88.6500015258789,400.0260009765625,1755918257.8782773
