counter,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,timestamp
741,-255.3000030517578,-3.0,304.1940002441406,-65.55000305175781,-273.0,360.8219909667969,11.700000762939453,-189.75,343.6399841308594,61.650001525878906,-205.0500030517578,394.9440002441406,-177.0,53.400001525878906,340.7359924316406,-33.150001525878906,135.0,370.7439880371094,25.05000114440918,103.6500015258789,372.9219970703125,54.60000228881836,80.4000015258789,409.4639892578125,1755917724.8023264
742,-256.20001220703125,-3.9000000953674316,309.51800537109375,-65.55000305175781,-272.25,373.8899841308594,6.900000095367432,-185.5500030517578,334.4440002441406,67.05000305175781,-199.8000030517578,396.15399169921875,-181.5,60.750003814697266,341.94598388671875,-33.75,134.70001220703125,368.0820007324219,24.450000762939453,106.05000305175781,372.67999267578125,49.35000228881836,85.05000305175781,408.9800109863281,1755917724.805629
743,-258.0,-4.5,306.8559875488281,-69.75,-274.5,373.64801025390625,6.750000476837158,-188.40000915527344,336.62200927734375,69.0,-202.95001220703125,385.989990234375,-176.10000610351562,56.400001525878906,345.8179931640625,-33.0,133.95001220703125,357.9179992675781,22.650001525878906,100.50000762939453,361.7900085449219,51.60000228881836,91.35000610351562,397.3639831542969,1755917724.8094115
744,-258.75,-3.450000047683716,304.9200134277344,-67.35000610351562,-276.6000061035156,367.5979919433594,6.0,-187.20001220703125,336.8639831542969,61.80000305175781,-200.85000610351562,396.15399169921875,-179.10000610351562,59.70000076293945,348.2380065917969,-34.20000076293945,132.15000915527344,366.87200927734375,23.700000762939453,107.55000305175781,375.583984375,49.80000305175781,85.80000305175781,408.4960021972656,1755917724.8131497
745,-252.15000915527344,2.8500001430511475,310.2439880371094,-63.60000228881836,-273.3000183105469,363.9679870605469,7.200000286102295,-192.45001220703125,331.7820129394531,67.6500015258789,-202.65000915527344,386.4739990234375,-178.5,56.70000076293945,338.0740051269531,-37.95000076293945,144.3000030517578,359.85400390625,24.0,99.30000305175781,367.5979919433594,53.400001525878906,87.30000305175781,406.55999755859375,1755917724.816746
746,-263.4000244140625,-1.6500000953674316,307.8240051269531,-63.30000305175781,-281.25,370.5019836425781,1.8000000715255737,-186.90000915527344,329.1199951171875,63.000003814697266,-204.90000915527344,387.4419860839844,-183.0,63.750003814697266,350.4159851074219,-35.400001525878906,137.85000610351562,369.53399658203125,28.500001907348633,101.85000610351562,365.41998291015625,54.45000076293945,87.60000610351562,410.9159851074219,1755917724.8214872
747,-263.70001220703125,0.75,311.2120056152344,-59.55000305175781,-271.5,370.9859924316406,3.6000001430511475,-189.45001220703125,343.39801025390625,61.650001525878906,-203.5500030517578,385.2640075683594,-179.70001220703125,49.20000076293945,341.7040100097656,-39.30000305175781,135.15000915527344,368.8079833984375,16.950000762939453,104.85000610351562,367.8399963378906,55.500003814697266,87.30000305175781,405.833984375,1755917724.8255043
748,-254.85000610351562,3.0,307.0979919433594,-62.70000076293945,-278.1000061035156,364.4519958496094,3.3000001907348633,-192.0,341.2200012207031,67.35000610351562,-201.3000030517578,391.7980041503906,-186.75,54.150001525878906,332.99200439453125,-34.650001525878906,139.5,372.19598388671875,22.350000381469727,100.20000457763672,373.16400146484375,54.750003814697266,86.85000610351562,407.5279846191406,1755917724.829225
749,-255.15000915527344,1.0500000715255737,308.0660095214844,-65.55000305175781,-275.25,370.5019836425781,6.0,-191.70001220703125,335.65399169921875,62.70000076293945,-201.3000030517578,389.135986328125,-182.25,55.05000305175781,347.0279846191406,-36.900001525878906,136.95001220703125,366.14599609375,25.80000114440918,110.55000305175781,378.2460021972656,54.45000076293945,85.35000610351562,408.4960021972656,1755917724.833232
750,-255.15000915527344,1.2000000476837158,306.6139831542969,-64.20000457763672,-273.9000244140625,363.9679870605469,9.75,-196.35000610351562,345.0920104980469,61.95000076293945,-210.15000915527344,392.52398681640625,-178.20001220703125,62.400001525878906,341.7040100097656,-33.45000076293945,137.5500030517578,369.53399658203125,19.80000114440918,102.1500015258789,358.1600036621094,52.650001525878906,86.85000610351562,407.04400634765625,1755917724.8370728
751,-259.5,1.350000023841858,312.906005859375,-66.1500015258789,-274.8000183105469,370.9859924316406,7.050000190734863,-186.60000610351562,337.5899963378906,65.10000610351562,-206.70001220703125,391.5559997558594,-178.5,55.80000305175781,339.28399658203125,-37.80000305175781,136.0500030517578,366.6300048828125,24.150001525878906,105.30000305175781,379.45599365234375,52.35000228881836,81.1500015258789,409.70599365234375,1755917724.8417797
752,-265.5,-0.30000001192092896,308.3079833984375,-66.75,-273.0,369.2919921875,3.6000001430511475,-194.85000610351562,346.302001953125,64.5,-205.0500030517578,389.86199951171875,-175.35000610351562,60.45000076293945,340.9779968261719,-34.80000305175781,137.25,365.41998291015625,17.55000114440918,100.50000762939453,366.87200927734375,51.60000228881836,88.05000305175781,401.7200012207031,1755917724.8457804
753,-259.6500244140625,0.0,309.2760009765625,-66.0,-275.70001220703125,367.8399963378906,1.9500000476837158,-192.15000915527344,340.7359924316406,63.150001525878906,-198.3000030517578,388.1679992675781,-177.90000915527344,54.45000076293945,340.9779968261719,-37.05000305175781,136.20001220703125,365.90399169921875,26.400001525878906,99.1500015258789,366.6300048828125,50.400001525878906,86.25,402.2040100097656,1755917724.8496253
754,-257.4000244140625,-2.4000000953674316,313.8739929199219,-62.70000076293945,-275.8500061035156,355.0140075683594,3.3000001907348633,-189.3000030517578,337.8320007324219,61.95000076293945,-203.10000610351562,384.5379943847656,-184.0500030517578,54.000003814697266,352.35198974609375,-36.0,137.10000610351562,373.16400146484375,24.600000381469727,107.85000610351562,368.0820007324219,53.70000076293945,80.85000610351562,400.510009765625,1755917724.8537397
755,-253.35000610351562,-1.350000023841858,302.25799560546875,-60.900001525878906,-277.0500183105469,367.8399963378906,0.6000000238418579,-195.90000915527344,334.6860046386719,65.85000610351562,-202.20001220703125,389.37799072265625,-182.25,56.250003814697266,345.0920104980469,-33.0,136.0500030517578,363.4840087890625,19.950000762939453,101.70000457763672,364.4519958496094,57.45000076293945,80.4000015258789,400.26800537109375,1755917724.8582354
756,-256.8000183105469,4.050000190734863,314.3580017089844,-71.85000610351562,-269.70001220703125,372.67999267578125,6.300000190734863,-192.15000915527344,335.4119873046875,66.0,-208.20001220703125,388.8940124511719,-180.0,61.500003814697266,334.2019958496094,-35.55000305175781,135.3000030517578,372.19598388671875,21.600000381469727,106.6500015258789,368.8079833984375,51.45000076293945,82.95000457763672,401.2359924316406,1755917724.8613691
757,-252.15000915527344,-0.9000000357627869,309.03399658203125,-65.25,-272.70001220703125,369.2919921875,10.350000381469727,-192.3000030517578,338.5579833984375,68.10000610351562,-206.25001525878906,388.4100036621094,-176.5500030517578,56.400001525878906,338.79998779296875,-35.25,135.0,367.5979919433594,20.850000381469727,100.80000305175781,370.9859924316406,49.95000076293945,81.9000015258789,401.9620056152344,1755917724.865723
758,-253.0500030517578,2.700000047683716,312.66400146484375,-69.60000610351562,-264.9000244140625,370.5019836425781,4.350000381469727,-191.70001220703125,338.3160095214844,65.70000457763672,-202.8000030517578,392.0400085449219,-183.90000915527344,54.150001525878906,339.0419921875,-36.900001525878906,134.70001220703125,367.5979919433594,27.150001525878906,101.25000762939453,367.5979919433594,54.60000228881836,86.85000610351562,401.4779968261719,1755917724.8692567
759,-257.25,0.15000000596046448,310.4859924316406,-66.0,-272.5500183105469,369.04998779296875,5.550000190734863,-190.5,342.6719970703125,68.25,-204.00001525878906,387.9259948730469,-178.20001220703125,57.30000305175781,338.79998779296875,-38.25,136.95001220703125,376.0679931640625,22.350000381469727,102.9000015258789,385.5060119628906,47.70000076293945,85.80000305175781,408.2539978027344,1755917724.8742707
760,-255.75001525878906,4.200000286102295,307.3399963378906,-63.000003814697266,-282.45001220703125,362.5159912109375,4.200000286102295,-191.10000610351562,345.333984375,61.95000076293945,-202.20001220703125,384.0539855957031,-173.5500030517578,55.95000076293945,337.3479919433594,-34.95000076293945,133.8000030517578,366.38800048828125,25.05000114440918,104.70000457763672,370.01800537109375,51.60000228881836,89.85000610351562,407.04400634765625,1755917724.87834
761,-261.0,-2.4000000953674316,308.54998779296875,-67.05000305175781,-276.75,373.406005859375,6.150000095367432,-182.5500030517578,335.89599609375,63.000003814697266,-203.40000915527344,386.71600341796875,-181.65000915527344,60.150001525878906,340.9779968261719,-40.95000076293945,139.8000030517578,372.19598388671875,20.55000114440918,104.25000762939453,367.3559875488281,55.35000228881836,85.95000457763672,408.2539978027344,1755917724.8811634
762,-256.6500244140625,-2.700000047683716,314.3580017089844,-65.55000305175781,-271.8000183105469,368.0820007324219,7.200000286102295,-186.90000915527344,344.3659973144531,65.4000015258789,-205.0500030517578,388.1679992675781,-183.45001220703125,52.20000076293945,343.156005859375,-42.30000305175781,137.5500030517578,370.260009765625,25.950000762939453,105.60000610351562,369.7760009765625,54.60000228881836,85.05000305175781,410.19000244140625,1755917724.886142
763,-256.6500244140625,3.750000238418579,313.3899841308594,-68.55000305175781,-269.5500183105469,365.1780090332031,7.650000095367432,-192.3000030517578,342.42999267578125,58.500003814697266,-200.5500030517578,388.6520080566406,-172.65000915527344,60.150001525878906,340.9779968261719,-37.20000076293945,130.65000915527344,358.885986328125,21.900001525878906,104.70000457763672,368.3240051269531,54.45000076293945,87.45000457763672,403.656005859375,1755917724.8899293
764,-258.3000183105469,-3.6000001430511475,305.64599609375,-72.1500015258789,-274.5,369.2919921875,-0.30000001192092896,-190.95001220703125,339.28399658203125,62.10000228881836,-200.85000610351562,391.5559997558594,-175.8000030517578,57.150001525878906,338.0740051269531,-37.95000076293945,133.20001220703125,365.90399169921875,25.950000762939453,97.35000610351562,363.4840087890625,53.70000076293945,79.35000610351562,407.04400634765625,1755917724.8939297
765,-257.25,-3.750000238418579,304.1940002441406,-63.000003814697266,-275.70001220703125,364.4519958496094,6.600000381469727,-186.90000915527344,335.65399169921875,70.5,-201.00001525878906,392.52398681640625,-181.0500030517578,49.20000076293945,341.2200012207031,-38.400001525878906,135.75,362.0320129394531,28.05000114440918,103.6500015258789,372.9219970703125,56.400001525878906,85.20000457763672,413.093994140625,1755917724.8979287
766,-255.60000610351562,-1.2000000476837158,315.5679931640625,-71.10000610351562,-271.95001220703125,367.3559875488281,2.25,-185.10000610351562,339.0419921875,65.70000457763672,-195.15000915527344,388.8940124511719,-176.10000610351562,55.05000305175781,346.54400634765625,-39.150001525878906,130.65000915527344,361.5480041503906,27.600000381469727,104.85000610351562,364.9360046386719,56.70000076293945,86.25,415.2720031738281,1755917724.9017074
767,-261.45001220703125,-1.6500000953674316,303.7099914550781,-59.10000228881836,-274.3500061035156,364.6940002441406,2.8500001430511475,-184.20001220703125,339.28399658203125,66.9000015258789,-205.0500030517578,384.7799987792969,-176.40000915527344,58.80000305175781,338.0740051269531,-32.85000228881836,133.35000610351562,374.6159973144531,21.0,101.10000610351562,372.9219970703125,51.150001525878906,88.6500015258789,403.1719970703125,1755917724.905668
768,-259.95001220703125,-2.25,300.8059997558594,-61.80000305175781,-271.8000183105469,364.9360046386719,5.25,-190.20001220703125,347.0279846191406,63.750003814697266,-203.40000915527344,394.4599914550781,-172.95001220703125,61.650001525878906,342.18798828125,-37.5,138.75,372.19598388671875,29.100000381469727,106.05000305175781,365.41998291015625,50.85000228881836,84.0,401.4779968261719,1755917724.9104407
